Ano,Código da Grande Região,Nome da Grande Região,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome da Unidade da Federação,Código do Município,Nome do Município,Região Metropolitana,Código da Mesorregião,Nome da Mesorregião,Código da Microrregião,Nome da Microrregião,Código da Região Geográfica Imediata,Nome da Região Geográfica Imediata,Município da Região Geográfica Imediata,Código da Região Geográfica Intermediária,Nome da Região Geográfica Intermediária,Município da Região Geográfica Intermediária,Código Concentração Urbana,Nome Concentração Urbana,Tipo Concentração Urbana,Código Arranjo Populacional,Nome Arranjo Populacional,Hierarquia Urbana,Hierarquia Urbana (principais categorias),Código da Região Rural,Nome da Região Rural,Região rural (segundo classificação do núcleo),Amazônia Legal,Semiárido,Cidade-Região de São Paulo,"Valor adicionado bruto da Agropecuária,  a preços correntes (R$ 1.000)","Valor adicionado bruto da Indústria, a preços correntes (R$ 1.000)","Valor adicionado bruto dos Serviços, a preços correntes  - exceto Administração, defesa, educação e saúde públicas e seguridade social (R$ 1.000)","Valor adicionado bruto da Administração, defesa, educação e saúde públicas e seguridade social,  a preços correntes (R$ 1.000)","Valor adicionado bruto total,  a preços correntes (R$ 1.000)","Impostos, líquidos de subsídios, sobre produtos,  a preços correntes (R$ 1.000)","Produto Interno Bruto,  a preços correntes (R$ 1.000)","Produto Interno Bruto per capita,  a preços correntes (R$ 1,00)",Atividade com maior valor adicionado bruto,Atividade com segundo maior valor adicionado bruto,Atividade com terceiro maior valor adicionado bruto
2010,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 80.795 , 87.476 , 392.552 , 243.130 , 803.952 , 92.039 , 895.992 ," 10.191,91 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2011,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 108.733 , 62.129 , 471.103 , 268.188 , 910.152 , 104.541 , 1.014.693 ," 11.474,79 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2012,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 105.230 , 103.541 , 498.303 , 295.000 , 1.002.074 , 114.156 , 1.116.230 ," 12.556,44 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2013,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 112.000 , 95.885 , 530.638 , 329.358 , 1.067.881 , 128.899 , 1.196.781 ," 13.344,56 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2014,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 132.433 , 125.347 , 667.579 , 365.111 , 1.290.470 , 129.940 , 1.420.410 ," 15.763,76 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2015,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 136.488 , 123.406 , 756.539 , 412.121 , 1.428.553 , 125.629 , 1.554.182 ," 17.169,87 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2016,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 155.396 , 101.772 , 820.470 , 470.068 , 1.547.707 , 167.284 , 1.714.991 ," 18.870,73 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2017,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 136.775 , 125.820 , 854.785 , 500.282 , 1.617.662 , 198.679 , 1.816.340 ," 19.900,52 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2018,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 139.231 , 150.981 , 868.144 , 532.714 , 1.691.070 , 196.398 , 1.887.468 ," 20.104,68 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2019,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 129.601 , 158.235 , 883.864 , 546.099 , 1.717.798 , 194.241 , 1.912.039 ," 20.259,81 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2020,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 175.142 , 197.849 , 863.670 , 577.047 , 1.813.709 , 229.802 , 2.043.511 ," 21.542,16 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2021,5,Centro-oeste,51,MT,Mato Grosso,5102504,Cáceres,,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510004,Cáceres,Polo,5102,Cáceres,Polo,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 284.352 , 196.615 , 914.198 , 621.667 , 2.016.832 , 247.841 , 2.264.674 ," 23.753,91 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 97.091 , 60.489 , 78.033 , 50.106 , 285.719 , 28.529 , 314.248 ," 21.137,31 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 123.273 , 41.677 , 92.726 , 56.972 , 314.648 , 34.560 , 349.208 ," 22.913,89 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 200.684 , 53.165 , 121.398 , 64.558 , 439.805 , 41.228 , 481.033 ," 30.772,34 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 214.907 , 87.225 , 135.692 , 75.609 , 513.432 , 47.799 , 561.231 ," 33.925,58 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 194.532 , 52.538 , 142.777 , 82.049 , 471.896 , 44.477 , 516.373 ," 30.340,98 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 217.653 , 80.063 , 156.731 , 86.833 , 541.281 , 48.432 , 589.712 ," 33.730,60 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 207.386 , 88.228 , 171.708 , 99.858 , 567.180 , 53.111 , 620.291 ," 34.573,94 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2017,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 217.427 , 121.283 , 149.761 , 111.744 , 600.214 , 48.420 , 648.634 ," 35.265,27 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2018,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 255.771 , 118.978 , 168.054 , 120.263 , 663.065 , 51.269 , 714.334 ," 37.940,00 ","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social"
2019,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 257.182 , 143.320 , 170.522 , 130.160 , 701.184 , 63.255 , 764.439 ," 39.661,66 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2020,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 384.882 , 138.977 , 168.580 , 131.980 , 824.419 , 58.287 , 882.706 ," 44.759,72 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2021,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007935,Sonora,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Não,Não,Não, 345.329 , 144.644 , 186.578 , 136.026 , 812.577 , 68.480 , 881.057 ," 43.707,56 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2010,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 98.446 , 1.407.885 , 2.113.746 , 577.015 , 4.197.092 , 629.041 , 4.826.132 ," 24.679,79 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2011,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 144.482 , 1.642.252 , 2.407.950 , 636.036 , 4.830.720 , 679.739 , 5.510.459 ," 27.697,71 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2012,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 186.639 , 1.287.013 , 2.555.767 , 708.269 , 4.737.688 , 788.613 , 5.526.301 ," 27.316,14 ",Demais serviços,Comércio e reparação de veículos automotores e motocicletas,Indústrias de transformação
2013,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 203.679 , 1.819.602 , 2.931.273 , 846.089 , 5.800.643 , 936.801 , 6.737.444 ," 32.388,60 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2014,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 262.415 , 2.020.996 , 3.515.921 , 953.491 , 6.752.823 , 890.203 , 7.643.026 ," 36.100,03 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2015,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 245.550 , 2.327.130 , 3.881.151 , 1.041.935 , 7.495.767 , 831.670 , 8.327.436 ," 38.674,70 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2016,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 288.745 , 2.635.535 , 4.326.411 , 1.219.480 , 8.470.170 , 1.018.759 , 9.488.929 ," 43.348,44 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2017,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 228.068 , 2.181.820 , 4.563.243 , 1.279.572 , 8.252.703 , 1.351.078 , 9.603.781 ," 43.198,78 ",Demais serviços,Comércio e reparação de veículos automotores e motocicletas,Indústrias de transformação
2018,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 276.772 , 2.700.823 , 5.057.686 , 1.374.467 , 9.409.747 , 1.372.524 , 10.782.272 ," 47.113,58 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2019,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 274.002 , 2.827.804 , 5.335.392 , 1.472.962 , 9.910.160 , 1.445.079 , 11.355.239 ," 48.841,63 ",Demais serviços,Comércio e reparação de veículos automotores e motocicletas,Indústrias de transformação
2020,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 362.055 , 3.715.151 , 5.534.856 , 1.636.598 , 11.248.660 , 1.605.909 , 12.854.569 ," 54.458,82 ",Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas
2021,5,Centro-oeste,51,MT,Mato Grosso,5107602,Rondonópolis,,5105,Sudeste Mato-grossense,51021,Rondonópolis,510016,Rondonópolis,Polo,5105,Rondonópolis,Polo,5107602,Rondonópolis,Média concentração urbana,,,Capital Regional C,Capital Regional,5102,Região Rural do Centro Sub-regional de Rondonópolis,Região Rural de Centro Sub-regional,Sim,Não,Não, 591.965 , 4.177.538 , 8.137.633 , 1.704.532 , 14.611.669 , 2.683.976 , 17.295.644 ," 72.181,58 ",Comércio e reparação de veículos automotores e motocicletas,Demais serviços,Indústrias de transformação
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 81.021 , 64.344 , 215.455 , 101.399 , 462.219 , 68.483 , 530.702 ," 16.491,68 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 85.865 , 68.417 , 234.649 , 114.737 , 503.668 , 72.550 , 576.218 ," 17.862,25 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 97.219 , 58.984 , 256.049 , 126.037 , 538.289 , 75.865 , 614.155 ," 18.981,75 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 100.614 , 54.936 , 289.357 , 143.760 , 588.668 , 83.035 , 671.703 ," 20.386,77 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 112.389 , 77.249 , 333.613 , 145.644 , 668.895 , 89.615 , 758.510 ," 22.953,86 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 133.063 , 67.979 , 335.068 , 158.953 , 695.063 , 92.105 , 787.168 ," 23.753,52 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 146.245 , 77.905 , 330.557 , 176.930 , 731.636 , 85.239 , 816.875 ," 24.581,71 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2017,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 136.981 , 40.622 , 373.339 , 191.784 , 742.727 , 97.284 , 840.011 ," 25.208,13 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2018,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 144.699 , 54.581 , 392.970 , 201.635 , 793.885 , 104.979 , 898.864 ," 26.818,96 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2019,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 142.371 , 79.614 , 366.523 , 216.219 , 804.726 , 90.369 , 895.095 ," 26.685,00 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
